"id","tau_hat_log","trade_share","trade_share_normalized","trade_share_normalized_log","importer","exporter","distance","border","importer_is_OECD","exporter_is_OECD"
"CAN SLE",2.19435398662372,3.674956e-05,7.46780018731702e-05,-9.50232499549805,"CAN","SLE",7448.309,"0",1,0
"CAN SWE",0.554631740737111,0.002542375,0.00516630634522702,-5.26559728579045,"CAN","SWE",6335.357,"0",1,1
"CAN THA",2.07187182910998,0.002358661,0.00479298502012469,-5.34060188417471,"CAN","THA",13647.12,"0",1,0
"CAN TUN",2.25737142545862,6.056056e-06,1.23063830236886e-05,-11.305392485176,"CAN","TUN",7267.781,"0",1,0
"CAN TUR",1.52145213646444,0.0002982066,0.000605979310592881,-7.40866471341361,"CAN","TUR",8197.23,"0",1,1
"CAN USA",0.74141885609708,0.3973686,0.807484308795508,-0.213831655906315,"CAN","USA",548.3946,"1",1,1
"CAN ZMB",1.96120722107847,7.377008e-06,1.49906615818636e-05,-11.1080831119429,"CAN","ZMB",12609.73,"0",1,0
"CAN ZWE",2.05551839382237,3.546248e-06,7.20625538881897e-06,-11.8405611051314,"CAN","ZWE",13006.51,"0",1,0
"CMR AUS",1.88671565654951,0.0003900523,0.000660959845972947,-7.32181746735121,"CMR","AUS",14687.67,"0",0,1
"CMR AUT",1.96584623933331,0.001202544,0.00203776082596024,-6.19590370830096,"CMR","AUT",4959.645,"0",0,1
"CMR BEL",2.0068592748734,0.03442458,0.0583338826472332,-2.84157217696136,"CMR","BEL",5272.011,"0",0,1
"CMR BEN",0.992936437079246,7.416157e-05,0.000125669865000955,-8.98185220857226,"CMR","BEN",1037.146,"0",0,0
"CMR BGD",2.36132924724825,0.0006608829,0.00111989356245343,-6.79452163171483,"CMR","BGD",8709.055,"0",0,0
"CMR CAN",1.58546865537946,0.004041806,0.00684900837967763,-4.9836513992779,"CMR","CAN",9793.375,"0",0,1
"CMR DNK",1.63303092769557,0.000948611,0.00160746079550933,-6.43309949063555,"CMR","DNK",5767.944,"0",0,1
"CMR EGY",0.873503989401277,0.0001520782,0.00025770283535783,-8.26370343781378,"CMR","EGY",3579.672,"0",0,0
"CMR ESP",1.84634616640618,0.01073231,0.0181863456888574,-4.00708420334388,"CMR","ESP",4347.477,"0",0,1
"CMR FIN",1.28689762840631,0.004440307,0.00752428489921121,-4.88961950286799,"CMR","FIN",6368.713,"0",0,1
"CMR FRA",2.01510522390144,0.1692273,0.286762698598157,-1.24910023939118,"CMR","FRA",5085.718,"0",0,1
"CMR GBR",1.79010518237685,0.01703416,0.0288650926295744,-3.5451222814124,"CMR","GBR",5413.581,"0",0,1
"CMR GRC",2.10313029182641,0.000927489,0.00157166868797236,-6.45561736547507,"CMR","GRC",3998.637,"0",0,1
"CMR IND",1.4141381187972,0.002015036,0.00341456231431001,-5.67970595982191,"CMR","IND",7444.171,"0",0,0
"CMR IRL",1.68729354507058,0.003954971,0.00670186286040993,-5.00536975236371,"CMR","IRL",5742.18,"0",0,1
"CMR IRN",1.32857728620253,0.0004186843,0.000709477960876763,-7.25098112474056,"CMR","IRN",5413.027,"0",0,1
"CMR ITA",1.94911323310732,0.02714501,0.045998348499763,-3.07914978531661,"CMR","ITA",4234.211,"0",0,1
"CMR JPN",1.68070847561624,0.02710042,0.0459227888901108,-3.08079379514538,"CMR","JPN",13083.03,"0",0,1
"CMR KEN",1.0003214011224,2.816262e-06,4.77227309706792e-06,-12.2526878263075,"CMR","KEN",2873.432,"0",0,0
"CMR KOR",1.48883425695612,0.006624318,0.0112251823792753,-4.4895955978889,"CMR","KOR",11957.9,"0",0,1
"CMR LKA",1.79385652871171,2.628511e-05,4.45412121835507e-05,-10.0190956808891,"CMR","LKA",7575.884,"0",0,0
"CMR MUS",1.14611521214758,9.387541e-05,0.00015907578684768,-8.74612982246331,"CMR","MUS",5689.973,"0",0,0
"CMR MWI",1.43029233267457,9.387541e-06,1.5907578684768e-05,-11.0487149154574,"CMR","MWI",3161.213,"0",0,0
"CMR NLD",1.98716975693772,0.01569127,0.0265895096691391,-3.62723851432074,"CMR","NLD",5432.492,"0",0,0
"CMR NOR",1.39461941831703,0.0002159134,0.000365874236884375,-7.91322089868211,"CMR","NOR",6240.519,"0",0,1
"CMR PAK",1.55389875507897,0.0008660006,0.00146747403665734,-6.52421269864522,"CMR","PAK",7168.504,"0",0,0
"CMR PRT",2.27229051327826,0.0005693543,0.000964794542762689,-6.94359538834785,"CMR","PRT",4409.443,"0",0,0
"CMR SEN",0.535823618750981,0.00531194,0.00900130327193953,-4.7103859041363,"CMR","SEN",3395.313,"0",0,0
"CMR SWE",1.65627546652033,0.00128093,0.00217058916330484,-6.13275664445315,"CMR","SWE",6201.053,"0",0,1
"CMR THA",1.85712975854877,0.001188463,0.0020138999857828,-6.207682145411,"CMR","THA",9805.571,"0",0,0
"CMR TUN",1.06026845716015,0.00311901,0.00528529217540336,-5.24282737728958,"CMR","TUN",3673.425,"0",0,0
"CMR TUR",2.05743793582647,0.001352275,0.00229148623328991,-6.07855466176174,"CMR","TUR",4490.615,"0",0,1
"CMR USA",1.83938750630366,0.03504697,0.0593885483895839,-2.82365385925369,"CMR","USA",9359.483,"0",0,1
"CMR ZWE",1.02618942076557,0.0002684837,0.000454956796814804,-7.69530809557693,"CMR","ZWE",3228.249,"0",0,0
"DNK AUS",0.912931121864088,0.001000202,0.00176586124934522,-6.33911674764167,"DNK","AUS",16054.1,"0",1,1
"DNK AUT",0.835021239426481,0.007470514,0.0131892269614447,-4.32835492189728,"DNK","AUT",868.5304,"0",1,1
"DNK BEL",0.858024545448888,0.02490721,0.0439737942618628,-3.12416140745271,"DNK","BEL",767.1575,"0",1,1
"DNK BEN",3.00468426923973,6.445141e-06,1.13789261953746e-05,-11.3837474926483,"DNK","BEN",5555.601,"0",1,0
"DNK BGD",2.1634733494356,0.0007518474,0.00132739005628958,-6.6245406283988,"DNK","BGD",7103.063,"0",1,0
"DNK CAN",0.769196667759277,0.001575331,0.00278125415445305,-5.88485331831491,"DNK","CAN",6257.225,"0",1,1
"DNK CMR",2.43773535027524,7.714882e-07,1.36206597937926e-06,-13.5065079084005,"DNK","CMR",5767.944,"0",1,0
"DNK EGY",1.63574608755913,8.144023e-05,0.000143783102108136,-8.8472046292613,"DNK","EGY",3209.131,"0",1,0
"DNK ESP",1.41930708004859,0.008341877,0.0147276223613871,-4.21803047624191,"DNK","ESP",2074.977,"0",1,1
"DNK ETH",2.33365459874907,1.285814e-07,2.27011055413364e-07,-15.2982671183894,"DNK","ETH",5675.312,"0",1,0
"DNK FIN",0.431749917213982,0.01910195,0.0337245809265827,-3.38952830316025,"DNK","FIN",884.6371,"0",1,1
"DNK FRA",0.997803788064756,0.03982591,0.0703128279976547,-2.65480102173874,"DNK","FRA",1027.609,"0",1,1
"DNK GBR",0.736865299842798,0.05380041,0.0949848722736857,-2.35403763928587,"DNK","GBR",959.5936,"0",1,1
"DNK GRC",1.25017508394582,0.0012181,0.00215056117447017,-6.14202645951864,"DNK","GRC",2135.535,"0",1,1
"DNK IND",1.8797651897612,0.002218093,0.00391605343335035,-5.5426709095269,"DNK","IND",5852.457,"0",1,0
"DNK IRL",0.658886870693699,0.009475242,0.0167285835021009,-4.09063643570299,"DNK","IRL",1240.498,"0",1,1
"DNK IRN",1.64243916372238,0.0001520635,0.000268468811389906,-8.22277580945911,"DNK","IRN",3676.836,"0",1,1
"DNK ITA",1.02542121827276,0.03257019,0.0575028208350025,-2.85592127438209,"DNK","ITA",1534.086,"0",1,1
"DNK JAM",1.5074358914976,9.016769e-06,1.59191473036419e-05,-11.0479879403115,"DNK","JAM",8336.377,"0",1,0
"DNK JPN",0.739351925152329,0.01411444,0.0249191089921917,-3.69212034042956,"DNK","JPN",8702.536,"0",1,1
"DNK KEN",2.21677761513058,2.221243e-05,3.9216147728952e-05,-10.1464219641275,"DNK","KEN",6710.183,"0",1,0
"DNK KOR",1.37709453646841,0.004913062,0.0086740336466339,-4.74742135455482,"DNK","KOR",7955.016,"0",1,1
"DNK LKA",2.06416889342637,0.0001470328,0.000259587087311089,-8.25641831508374,"DNK","LKA",7968.923,"0",1,0
"DNK MLI",2.20686017570756,8.036336e-08,1.41881883150783e-07,-15.7682709342874,"DNK","MLI",5105.362,"0",1,0
"DNK MUS",2.97934327656887,4.141928e-05,7.31259300899013e-05,-9.523327533315,"DNK","MUS",9440.806,"0",1,0
"DNK MWI",2.30886132000324,1.092942e-06,1.92959414756405e-06,-13.158200863397,"DNK","MWI",8001.113,"0",1,0
"DNK NLD",0.710406463928449,0.04124018,0.0728097282129227,-2.61990570340871,"DNK","NLD",622.9741,"0",1,0
"DNK NOR",0.282341858839301,0.01913672,0.0337859675221302,-3.38770972476395,"DNK","NOR",485.3148,"0",1,1
"DNK NPL",1.4884640942043,6.043325e-06,1.06695181920244e-05,-11.4481196490568,"DNK","NPL",6439.131,"0",1,0
"DNK NZL",1.11998183229827,0.0004646449,0.00082033271640717,-7.10580054828488,"DNK","NZL",18247.02,"0",1,1
"DNK PAK",2.45360531469893,0.000732062,0.00129245884123223,-6.65120879639648,"DNK","PAK",5173.553,"0",1,0
"DNK PHL",1.87671632584584,0.0003710055,0.000655011923335434,-7.33085711892916,"DNK","PHL",9785.596,"0",1,0
"DNK PRT",1.32272017570573,0.006780048,0.0119702060502784,-4.42533454566915,"DNK","PRT",2478.47,"0",1,0
"DNK SEN",2.54875548631234,8.197063e-07,1.44719525757212e-06,-13.4458831798386,"DNK","SEN",5239.261,"0",1,0
"DNK SLE",2.36482597906594,2.410901e-07,4.25645684762442e-07,-14.6696585626627,"DNK","SLE",5719.944,"0",1,0
"DNK SWE",0.496978712859812,0.07184997,0.12685145379595,-2.064738532254,"DNK","SWE",523.7871,"0",1,1
"DNK THA",1.91877479685225,0.00316262,0.00558362021312112,-5.18791792924462,"DNK","THA",8628.834,"0",1,0
"DNK TUN",2.33053943228636,0.000233552,0.000412337134405924,-7.79366925583633,"DNK","TUN",2103.728,"0",1,0
"DNK TUR",1.75376501887853,0.001995535,0.00352312625670826,-5.64840654242578,"DNK","TUR",2018.479,"0",1,1
"DNK USA",0.672653986518107,0.02618079,0.046222305632507,-3.07429279150929,"DNK","USA",6191.893,"0",1,1
"DNK ZMB",2.02806972157686,1.928721e-07,3.40516583120046e-07,-14.8928020102812,"DNK","ZMB",8052.978,"0",1,0
"DNK ZWE",2.40559969371751,4.661075e-06,8.22914943460597e-06,-11.7078278979958,"DNK","ZWE",8363.609,"0",1,0
"EGY AUS",2.56490434338373,0.00177921,0.00227081426587139,-6.08761680437662,"EGY","AUS",14425.52,"0",0,1
"EGY AUT",2.7970840051353,0.003242182,0.00413801245392699,-5.48753969001445,"EGY","AUT",2386.201,"0",0,1
"EGY BEL",2.81503459175923,0.005833136,0.00744485948458473,-4.90023148682082,"EGY","BEL",3212.434,"0",0,1
"EGY BGD",2.31958412514922,0.0001056001,0.000134777914668558,-8.91188221067928,"EGY","BGD",5848.475,"0",0,0
"EGY CAN",2.46879813231662,0.001315454,0.00167892025634837,-6.38960439674462,"EGY","CAN",9217.863,"0",0,1
"EGY CMR",1.5234512569838,2.104053e-06,2.68541294650407e-06,-12.8276760442484,"EGY","CMR",3579.672,"0",0,0
"EGY DNK",2.46414453839369,0.002633479,0.00336112189234139,-5.69548046420789,"EGY","DNK",3209.131,"0",0,1
"EGY ESP",2.71630189138983,0.005900302,0.00753058377288207,-4.88878271389618,"EGY","ESP",3355.657,"0",0,1
"EGY ETH",1.31719650710165,8.813644e-06,1.12488961558848e-05,-11.3952405536048,"EGY","ETH",2466.896,"0",0,0
"EGY FIN",2.21818333581898,0.004042774,0.00515981186756704,-5.26685515992717,"EGY","FIN",3380.702,"0",0,1
"EGY FRA",2.86319679148665,0.02202551,0.0281112641684191,-3.57158492287929,"EGY","FRA",3215.215,"0",0,1
"EGY GBR",2.68219430320808,0.01400761,0.0178779799004967,-4.02418549657616,"EGY","GBR",3516.866,"0",0,1
"EGY GRC",2.91540342486537,0.001834454,0.00234132244832529,-6.05703936039204,"EGY","GRC",1123.226,"0",0,1
"EGY IND",2.05008956194202,0.002818659,0.0035974680154826,-5.62752501000458,"EGY","IND",4432.625,"0",0,0
"EGY IRL",2.5793826659018,0.002383868,0.00304254217453494,-5.79506187139589,"EGY","IRL",3977.057,"0",0,1
"EGY IRN",1.94820705278858,2.043269e-05,2.60783403544988e-05,-10.5544054596447,"EGY","IRN",1983.482,"0",0,1
"EGY ITA",2.82370435853923,0.02978041,0.0380088802735479,-3.26993545514818,"EGY","ITA",2133.612,"0",0,1
"EGY JPN",2.56222317994435,0.01086926,0.0138724887267188,-4.27784762839971,"EGY","JPN",9577.598,"0",0,1
"EGY KEN",1.0524778604757,3.838728e-05,4.89938697804079e-05,-9.92381537420241,"EGY","KEN",3537.399,"0",0,0
"EGY KOR",2.39222408667143,0.008829284,0.0112688575629802,-4.48571232581315,"EGY","KOR",8497.368,"0",0,1
"EGY LKA",2.16492704664847,1.461148e-05,1.86487020809767e-05,-10.8897340078095,"EGY","LKA",5684.017,"0",0,0
"EGY MUS",1.50443997338837,9.304589e-06,1.18754916166557e-05,-11.3410338096032,"EGY","MUS",6256.569,"0",0,0
"EGY MWI",1.67057937681766,1.42608e-06,1.82011275131877e-06,-13.2166121075204,"EGY","MWI",4906.748,"0",0,0
"EGY NLD",2.77596578247328,0.007583661,0.00967906294722518,-4.63779018535197,"EGY","NLD",3284.383,"0",0,0
"EGY NOR",2.28670853914825,0.0005459783,0.000696834725803144,-7.26896229755533,"EGY","NOR",3660.689,"0",0,1
"EGY NPL",2.3218415948521,5.14324e-06,6.56434190725119e-06,-11.9338582978463,"EGY","NPL",5226.5,"0",0,0
"EGY NZL",2.48682438681096,0.001026053,0.00130955637049035,-6.63806684760407,"EGY","NZL",16471.37,"0",0,1
"EGY PAK",1.98015881723346,0.0009024283,0.00115177357229673,-6.76645228785303,"EGY","PAK",3952.961,"0",0,0
"EGY PHL",2.18076619470453,7.913577e-05,0.000101001363221158,-9.20037654397491,"EGY","PHL",9182.301,"0",0,0
"EGY PRT",2.99487755338073,0.0004150595,0.000529742432756924,-7.54311964547301,"EGY","PRT",3799.947,"0",0,0
"EGY SLE",1.15850445759857,1.028648e-06,1.31286838145024e-06,-13.5432962102804,"EGY","SLE",5211.249,"0",0,0
"EGY SWE",2.53086659195223,0.007201869,0.00919177998445205,-4.68944567426913,"EGY","SWE",3407.464,"0",0,1
"EGY THA",1.92320076052395,0.0008062497,0.00102902036331548,-6.8791480329038,"EGY","THA",7275.437,"0",0,0
"EGY TUN",1.20794277487847,0.000558252,0.000712499708045277,-7.24673105558257,"EGY","TUN",2088.653,"0",0,0
"EGY TUR",2.87214688042272,0.005385276,0.0068732536161863,-4.98011768716172,"EGY","TUR",1239.919,"0",0,1
"EGY USA",2.57981523337152,0.03920772,0.0500410012917481,-2.99491258375652,"EGY","USA",9028.413,"0",0,1
"EGY ZWE",1.35899055089669,1.122162e-06,1.43222074865742e-06,-13.456284347216,"EGY","ZWE",5329.419,"0",0,0
"ESP AUS",0.900527052160435,0.0002348447,0.000307443320363301,-8.08721981172925,"ESP","AUS",17699.45,"0",1,1
"ESP AUT",0.630266474018219,0.003791926,0.00496414149440856,-5.3055149079347,"ESP","AUT",1811.999,"0",1,1
"ESP BEL",0.519672399842792,0.01392972,0.0182358782997065,-4.00436429028194,"ESP","BEL",1316.64,"0",1,1
"ESP BEN",2.04328755628343,5.102952e-07,6.6804509811571e-07,-14.2189101535393,"ESP","BEN",3836.723,"0",1,0
"ESP BGD",2.02147476158733,0.0001408443,0.00018438414512333,-8.59848923143136,"ESP","BGD",8661.471,"0",1,0
"ESP CAN",0.663469363884809,0.0007105602,0.000930218937050787,-6.98009058333937,"ESP","CAN",6040.498,"0",1,1
"ESP CMR",1.73410908693982,0.0001375905,0.000180124482990022,-8.62186237393311,"ESP","CMR",4347.477,"0",1,0
"ESP DNK",0.470630819502542,0.002599022,0.00340246960385849,-5.68325375695145,"ESP","DNK",2074.977,"0",1,1
"ESP EGY",1.52492662277362,0.0001319944,0.000172798434903413,-8.66338475890725,"ESP","EGY",3355.657,"0",1,0
"ESP ETH",1.99735470493936,1.912173e-06,2.50329181892993e-06,-12.8979039646437,"ESP","ETH",5455.203,"0",1,0
"ESP FIN",0.456302405323546,0.002801377,0.00366737953408947,-5.60827789536064,"ESP","FIN",2952.195,"0",1,1
"ESP FRA",0.533128157972816,0.06141616,0.080402019523386,-2.5207159846626,"ESP","FRA",1054.656,"1",1,1
"ESP GBR",0.639118918053681,0.02947402,0.0385854591279017,-3.25487978001413,"ESP","GBR",1263.379,"0",1,1
"ESP GRC",0.698979070627422,0.0009438941,0.00123568441687349,-6.69613027870205,"ESP","GRC",2372.903,"0",1,1
"ESP IND",1.72935437761927,0.001146008,0.0015002787147545,-6.50210437829815,"ESP","IND",7282.046,"0",1,0
"ESP IRL",0.731140387263984,0.003114701,0.00407756282078707,-5.50225581689568,"ESP","IRL",1450.236,"0",1,1
"ESP IRN",0.77140695248228,6.525184e-05,8.54234408927041e-05,-9.36789001131234,"ESP","IRN",4784.696,"0",1,1
"ESP ITA",0.740185724207932,0.03557763,0.0465759061109617,-3.06667190780532,"ESP","ITA",1366.76,"0",1,1
"ESP JAM",1.02281472645888,6.565033e-07,8.59451179360079e-07,-13.9669718149467,"ESP","JAM",7317.881,"0",1,0
"ESP JPN",0.588798857543532,0.007753195,0.0101499757679187,-4.59028396089436,"ESP","JPN",10777.42,"0",1,1
"ESP KEN",1.64801487552409,4.842357e-05,6.33929705232637e-05,-9.66615757769557,"ESP","KEN",6196.96,"0",1,0
"ESP KOR",1.10429864966782,0.002819263,0.00369079471539021,-5.60191347409405,"ESP","KOR",10012.64,"0",1,1
"ESP LKA",2.31096857535692,6.521171e-05,8.53709053215536e-05,-9.36850520231803,"ESP","LKA",8975.765,"0",1,0
"ESP MLI",1.77157365848021,1.226142e-05,1.60518490609708e-05,-11.039686508733,"ESP","MLI",3116.63,"0",1,0
"ESP MUS",2.10831106532877,8.779083e-05,0.000114930012355612,-9.07118720307807,"ESP","MUS",9246.002,"0",1,0
"ESP MWI",2.22463614922518,1.565287e-06,2.04917135707772e-06,-13.0980750625909,"ESP","MWI",7186.515,"0",1,0
"ESP NLD",0.609959829821985,0.01257807,0.0164663865293192,-4.1064341559906,"ESP","NLD",1481.366,"0",1,0
"ESP NOR",0.374714347131094,0.0009662553,0.0012649582372974,-6.67271617134178,"ESP","NOR",2390.782,"0",1,1
"ESP NPL",1.6197678831373,7.359144e-06,9.63410997306587e-06,-11.5502006347222,"ESP","NPL",7988.503,"0",1,0
"ESP NZL",1.02100499684224,0.0001346233,0.000176240018830592,-8.64366374862389,"ESP","NZL",19586.18,"0",1,1
"ESP PAK",1.78888568212817,0.000369167,0.000483289289681899,-7.63489514016595,"ESP","PAK",6651.62,"0",1,0
"ESP PHL",1.94437402301452,0.0002848966,0.000372967994015684,-7.89401794893054,"ESP","PHL",11665.22,"0",1,0
"ESP PRT",0.815574331757716,0.009406136,0.0123138980084659,-4.39702673509475,"ESP","PRT",500.9223,"1",1,0
"ESP RWA",1.76861338421681,1.748764e-07,2.28936744449335e-07,-15.2898200966614,"ESP","RWA",5828.738,"0",1,0
"ESP SEN",2.21071089758889,9.102748e-05,0.000119167222830679,-9.03498281739862,"ESP","SEN",3164.425,"0",1,0
"ESP SLE",1.76050157399354,7.436835e-05,9.73581794860181e-05,-9.23711380824764,"ESP","SLE",3676.671,"0",1,0
"ESP SWE",0.545869144380982,0.005220391,0.0068341944384297,-4.9858166740652,"ESP","SWE",2596.908,"0",1,1
"ESP THA",1.86602123136241,0.001202849,0.00157469123406096,-6.45369606778932,"ESP","THA",10193.69,"0",1,0
"ESP TUN",1.58834580893195,0.0003262047,0.000427045856628292,-7.75861915792971,"ESP","TUN",1273.835,"0",1,0
"ESP TUR",1.30784359911097,0.0009363457,0.0012258025453242,-6.70415951045518,"ESP","TUR",2740.029,"0",1,1
"ESP USA",0.724098656273402,0.01512917,0.0198061197852915,-3.92176430897183,"ESP","USA",5770.264,"0",1,1
"ESP ZMB",1.62664275479802,5.937198e-06,7.77259127744568e-06,-11.764906951442,"ESP","ZMB",7043.989,"0",1,0
"ESP ZWE",1.55345049852018,5.580278e-05,7.30533495910394e-05,-9.52432056741648,"ESP","ZWE",7414.741,"0",1,0
"ETH AUS",2.1738057472681,0.0002960123,0.000714307983773334,-7.24419633880668,"ETH","AUS",12635.79,"0",0,1
"ETH AUT",2.05866348694913,0.006220074,0.0150096753339673,-4.19906026355289,"ETH","AUT",4841.559,"0",0,1
"ETH BEL",2.16395989476097,0.01829934,0.0441581807910777,-3.11997707371609,"ETH","BEL",5620.617,"0",0,1
"ETH BGD",1.94264219311432,1.962513e-05,4.73574477871007e-05,-9.9577864584711,"ETH","BGD",5705.66,"0",0,0
"ETH CAN",1.87255874609805,0.003270854,0.0078929055514144,-4.84179095444752,"ETH","CAN",11491.9,"0",0,1
"ETH DNK",1.65783854124133,0.008922345,0.0215305318984383,-3.83828326292086,"ETH","DNK",5675.312,"0",0,1
"ETH EGY",1.09826271369352,0.001432089,0.00345577736524452,-5.66770784989416,"ETH","EGY",2466.896,"0",0,0
"ETH ESP",1.939163414022,0.00901611,0.021756796442508,-3.82782909014388,"ETH","ESP",5455.203,"0",0,1
"ETH FIN",1.52674194352091,0.00149151,0.00359916632139194,-5.62705303772939,"ETH","FIN",5801.595,"0",0,1
"ETH FRA",2.10792247151726,0.0362258,0.0874165639690515,-2.43707049518042,"ETH","FRA",5582.502,"0",0,1
"ETH GBR",1.87588830605572,0.04276206,0.103189228490148,-2.2711908064776,"ETH","GBR",5906.45,"0",0,1
"ETH GRC",2.19594753944223,0.004054224,0.00978325755789696,-4.6270827667659,"ETH","GRC",3560.068,"0",0,1
"ETH IND",1.38021330347611,0.02888818,0.0697101357297692,-2.66340955242262,"ETH","IND",4561.518,"0",0,0
"ETH IRL",1.77307666874945,0.003463835,0.00835858846059271,-4.78446571056806,"ETH","IRL",6359.83,"0",0,1
"ETH ITA",2.04193048072314,0.1097699,0.264886006250418,-1.32845571063622,"ETH","ITA",4472.661,"0",0,1
"ETH JPN",1.77734913280069,0.06233049,0.15040985337266,-1.89439135516649,"ETH","JPN",10401.23,"0",0,1
"ETH KEN",1.04906073358846,0.02146116,0.0517879761382785,-2.96059727754358,"ETH","KEN",1171.28,"1",0,0
"ETH KOR",1.61045020885534,0.03232585,0.0780055853667542,-2.55097484759014,"ETH","KOR",9244.567,"0",0,1
"ETH NLD",2.18899028710598,0.03164824,0.0763704430673137,-2.57215952851017,"ETH","NLD",5711.346,"0",0,0
"ETH NOR",1.61907113169852,0.003014092,0.00727331255973937,-4.92354344338056,"ETH","NOR",6127.144,"0",0,1
"ETH NZL",2.09652391663768,2.126055e-05,5.13038836710912e-05,-9.87774410356354,"ETH","NZL",14264.91,"0",0,1
"ETH PAK",1.73597365830479,0.00134105,0.00323609093824557,-5.73338917812711,"ETH","PAK",4450.599,"0",0,0
"ETH PRT",2.59600107269031,0.002534912,0.00611700216431152,-5.09668314490266,"ETH","PRT",5799.203,"0",0,0
"ETH SWE",1.74909271413615,0.01254482,0.0302719349195942,-3.49753423596982,"ETH","SWE",5862.811,"0",0,1
"ETH TUN",1.0596683545971,0.0001357404,0.0003275554814465,-8.0238531082401,"ETH","TUN",4227.803,"0",0,0
"ETH TUR",2.27309497544789,0.01224608,0.0295510447164762,-3.5216361815595,"ETH","TUR",3690.676,"0",0,1
"ETH USA",1.8335940493089,0.07501704,0.181023797291679,-1.70912677960902,"ETH","USA",11220.63,"0",0,1
"ETH ZWE",1.65086576610393,0.000122657,0.000295983897850481,-8.12520550427368,"ETH","ZWE",3112.02,"0",0,0
"FIN AUS",1.28214911173966,0.0008965566,0.00125123280169414,-6.68362597232909,"FIN","AUS",15211.41,"0",1,1
"FIN AUT",1.18748223907524,0.005503739,0.00768100839229038,-4.86900443936231,"FIN","AUT",1437.813,"0",1,1
"FIN BEL",1.16730403644962,0.01405228,0.0196113370584641,-3.9316474586166,"FIN","BEL",1651.582,"0",1,1
"FIN BGD",2.54007270724478,0.0001881474,0.000262578177923702,-8.24496169961064,"FIN","BGD",6389.695,"0",1,0
"FIN CAN",1.03665171932307,0.00172231,0.00240365278297638,-6.03076570577874,"FIN","CAN",6610.818,"0",1,1
"FIN CMR",2.74080015184134,1.261454e-06,1.76048296630496e-06,-13.2499223738852,"FIN","CMR",6368.713,"0",1,0
"FIN DNK",0.817134496282919,0.01314617,0.0183467715486646,-3.99830165736283,"FIN","DNK",884.6371,"0",1,1
"FIN EGY",2.19544421452057,0.000156523,0.000218443221342158,-8.42898443375482,"FIN","EGY",3380.702,"0",1,0
"FIN ESP",1.71386888922587,0.005034126,0.0070256173219419,-4.95819219261359,"FIN","ESP",2952.195,"0",1,1
"FIN ETH",2.87735023975769,5.236502e-06,7.30805290880352e-06,-11.8265336796275,"FIN","ETH",5801.595,"0",1,0
"FIN FRA",1.079564289164,0.02061537,0.0287707738285139,-3.548395204717,"FIN","FRA",1911.138,"0",1,1
"FIN GBR",1.20374762481059,0.03513503,0.0490343855864848,-3.01523348031761,"FIN","GBR",1826.928,"0",1,1
"FIN GRC",1.48635049804852,0.000887389,0.00123843851538494,-6.69390395468791,"FIN","GRC",2465.045,"0",1,1
"FIN IND",2.03825180433069,0.0006550321,0.000914161637628454,-6.99750315572498,"FIN","IND",5220.844,"0",1,0
"FIN IRL",1.1498032859356,0.003914468,0.00546302460188467,-5.20975268621339,"FIN","IRL",2028.749,"0",1,1
"FIN IRN",1.50842245969658,1.56215e-05,2.18013377088129e-05,-10.7335392272623,"FIN","IRN",3314.919,"0",1,1
"FIN ITA",1.34187630675019,0.01907222,0.0266171564239526,-3.62619929275954,"FIN","ITA",2203.158,"0",1,1
"FIN JAM",1.40642727106345,7.334036e-08,1.02353676410454e-07,-16.0948316054993,"FIN","JAM",8923.501,"0",1,0
"FIN JPN",0.866684288163167,0.01839906,0.0256776955212183,-3.66213254245741,"FIN","JPN",7830.051,"0",1,1
"FIN KEN",2.50877726997444,2.649054e-05,3.69701506659934e-05,-10.2053997096658,"FIN","KEN",6912.211,"0",1,0
"FIN KOR",1.76963786929888,0.002804213,0.00391355469195937,-5.54330918961341,"FIN","KOR",7070.555,"0",1,1
"FIN LKA",2.44172759546719,1.829109e-05,2.55270127806094e-05,-10.5757733417586,"FIN","LKA",7469.547,"0",1,0
"FIN MLI",2.2756323979337,3.520337e-07,4.91297607693431e-07,-14.5262157671233,"FIN","MLI",5931.557,"0",1,0
"FIN MUS",2.9834272678756,1.301058e-05,1.8157542385016e-05,-10.9164245251708,"FIN","MUS",9408.393,"0",1,0
"FIN NLD",1.13225397493042,0.01622063,0.0226374824747753,-3.78814822994076,"FIN","NLD",1505.523,"0",1,0
"FIN NOR",0.558050809996289,0.008664797,0.0120925753336945,-4.41516362349994,"FIN","NOR",791.2361,"1",1,1
"FIN NPL",2.038157322499,5.676544e-06,7.92217474397053e-06,-11.7458448009454,"FIN","NPL",5740.605,"0",1,0
"FIN NZL",1.5190840594969,0.0001024565,0.000142988109782222,-8.85274907953745,"FIN","NZL",17362.61,"0",1,1
"FIN PAK",2.36057393793124,0.0003175344,0.00044315044576803,-7.7216012388726,"FIN","PAK",4537.599,"0",1,0
"FIN PHL",1.85945078166859,0.0006790144,0.000947631292996637,-6.96154506280085,"FIN","PHL",8935.669,"0",1,0
"FIN PRT",1.58905944665863,0.00251597,0.00351128327210844,-5.65177370373214,"FIN","PRT",3362.978,"0",1,0
"FIN SLE",2.42618396446231,2.346892e-07,3.27531831502169e-07,-14.9316805911678,"FIN","SLE",6568.572,"0",1,0
